4.0262 	WARNING 	Component `RBButtonBoxBackend` does not appear to be a subclass of `psychopy.experiment.components._base.BaseComponent`. This will be skipped.
4.0263 	WARNING 	Component `RBPhotodiodeValidatorBackend` does not appear to be a subclass of `psychopy.experiment.components._base.BaseComponent`. This will be skipped.
4.0263 	WARNING 	Component `RipondaButtonBoxBackend` does not appear to be a subclass of `psychopy.experiment.components._base.BaseComponent`. This will be skipped.
4.0263 	WARNING 	Component `RipondaPhotodiodeValidatorBackend` does not appear to be a subclass of `psychopy.experiment.components._base.BaseComponent`. This will be skipped.
4.0263 	WARNING 	Component `StimTrackerButtonBoxBackend` does not appear to be a subclass of `psychopy.experiment.components._base.BaseComponent`. This will be skipped.
4.0263 	WARNING 	Component `StimTrackerPhotodiodeValidatorBackend` does not appear to be a subclass of `psychopy.experiment.components._base.BaseComponent`. This will be skipped.
13.8560 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
13.8569 	INFO 	Loaded monitor calibration from ['2024_05_01 18:24']
14.1496 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f84cd900790>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f84cd9006a0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f84c18fdd60>, multiSample=False, name='window1', numSamples=2, pos=[1096.0, 667.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.1496 	EXP 	window1: backgroundImage = ''
14.1496 	EXP 	window1: backgroundFit = 'none'
14.1661 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1668 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1675 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1684 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1692 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1695 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1702 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1710 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1712 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1715 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1721 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1728 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1733 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1740 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1745 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1751 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1758 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1761 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1765 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1774 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1777 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1784 	DEBUG 	Uploading Texture Font fontname to graphics card
14.1828 	DEBUG 	Upload of Texture Font fontname complete
14.1893 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1902 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1911 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1913 	DEBUG 	Uploading Texture Font fontname to graphics card
14.1937 	DEBUG 	Upload of Texture Font fontname complete
14.1956 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.1956 	EXP 	window1: recordFrameIntervals = False
14.4391 	EXP 	window1: recordFrameIntervals = True
15.2690 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

15.2755 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2760 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2767 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2777 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2786 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2795 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2799 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2807 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2817 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2825 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.2828 	DEBUG 	Uploading Texture Font fontname to graphics card
15.2860 	DEBUG 	Upload of Texture Font fontname complete
15.3073 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
19.3572 	INFO 	keyboard.Keyboard is using iohub backend.
19.4976 	INFO 	keyboard.Keyboard is using iohub backend.
19.4977 	INFO 	keyboard.Keyboard is using iohub backend.
19.4980 	INFO 	keyboard.Keyboard is using iohub backend.
19.4981 	INFO 	keyboard.Keyboard is using iohub backend.
19.4981 	INFO 	keyboard.Keyboard is using iohub backend.
19.4981 	INFO 	keyboard.Keyboard is using iohub backend.
19.4983 	EXP 	n-back: status = STARTED
20.0195 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0. , 0.1]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
20.1120 	EXP 	Sound n_back_instructions set volume 1.000
20.1133 	EXP 	Sound sound_to_match_if_0_back set volume 1.000
20.1277 	EXP 	Sound ir_zero_otherwise_press set volume 1.000
20.1406 	EXP 	Sound press_to_continue_prompt set volume 1.000
20.1534 	EXP 	Sound practice_indicator_sound set volume 1.000
20.1912 	EXP 	Created press_to_continue = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-10.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='press_to_continue', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Press right or left arrow key to continue', units='height', win=Window(...), wrapWidth=1)
20.1960 	EXP 	Created text_countdown = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_countdown', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
20.1968 	EXP 	Created Intro = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=True, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Intro', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
20.2115 	EXP 	Sound sound_1 set volume 1.000
20.2141 	EXP 	Created text_iti_fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_iti_fixation', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
20.2147 	EXP 	Created fb = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fb', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
20.2155 	EXP 	Created rt_fb = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='rt_fb', opacity=1, ori=0.0, pos=array([ 0. , -0.1]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
20.2162 	EXP 	Created fb_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.06, italic=False, languageStyle='LTR', name='fb_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
20.2289 	EXP 	Sound fb_sound set volume 1.000
20.2409 	EXP 	Created text_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
20.2535 	EXP 	Sound thank_you set volume 1.000
0.0253 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
